vertex,out-degree,in-degree
140.242.194.220,4,8
140.248.118.53,6,3
140.250.228.17,2,1
140.251.107.175,8,8
140.254.225.11,5,7
141.8.66.16,4,5
141.9.241.79,4,3
141.14.36.86,10,13
141.40.171.35,6,4
141.44.200.140,6,10
141.44.212.213,8,7
141.46.175.8,5,15
141.48.205.216,9,3
141.57.117.245,6,15
141.65.169.183,9,12
141.74.73.225,5,5
141.83.22.68,8,10
141.85.89.35,7,10
141.91.42.112,4,5
141.93.105.100,8,10
141.96.3.124,6,2
141.101.237.25,6,2
141.102.104.64,6,5
141.102.122.184,8,2
141.112.160.139,5,2
141.114.176.51,9,5
141.120.174.121,7,5
141.123.83.82,8,18
141.133.124.41,5,9
141.136.177.21,8,1
141.137.249.168,6,5
141.139.192.156,10,12
141.141.35.245,5,6
141.156.161.229,9,9
141.178.235.195,9,2
141.180.167.175,8,6
141.184.226.128,5,6
141.186.171.139,7,7
141.191.129.49,5,1
141.196.196.20,10,10
141.202.142.188,7,9
141.205.3.209,4,3
141.205.223.149,1,10
141.207.26.169,7,2
141.215.211.32,8,3
141.217.224.232,4,6
141.221.61.8,3,5
141.236.67.162,6,13
141.238.2.189,8,4
141.238.44.25,4,3
141.245.81.201,1,7
141.254.62.249,7,18
142.13.188.142,7,10
142.14.144.253,5,1
142.15.209.176,12,9
142.17.98.25,5,8
142.21.77.246,6,10
142.31.39.212,8,10
142.38.120.41,9,3
142.39.171.170,5,5
142.40.85.132,5,8
142.40.135.102,5,13
142.41.58.69,3,6
142.50.68.8,6,2
142.60.77.202,4,6
142.62.114.105,9,17
142.66.137.138,7,17
142.76.165.234,10,6
142.92.91.183,7,8
142.92.209.64,6,16
142.95.27.64,4,10
142.95.44.254,5,1
142.102.167.116,6,6
142.115.162.199,6,1
142.128.245.238,1,1
142.133.75.27,2,5
142.138.9.72,10,5
142.139.194.227,9,1
142.144.155.132,4,3
142.148.62.226,7,2
142.149.98.94,12,6
142.178.228.159,5,12
142.180.13.72,9,5
142.181.98.204,3,13
142.192.195.177,6,10
142.198.170.216,5,9
142.205.21.50,3,8
142.206.121.9,9,9
142.208.251.231,10,9
142.220.152.113,4,4
142.224.144.21,11,5
142.229.103.153,3,1
142.233.162.125,5,4
142.235.96.123,7,8
142.236.44.68,5,9
142.239.98.164,10,9
142.241.143.189,5,8
142.242.97.155,7,17
142.245.137.182,6,2
142.248.253.242,2,10
143.9.227.12,11,6
143.14.67.226,4,15
143.17.58.101,15,2
143.19.143.159,13,10
143.20.176.176,17,5
143.20.253.214,6,12
143.21.200.11,11,1
143.29.48.81,5,3
143.33.183.41,6,21
143.37.55.161,9,8
143.40.233.183,2,10
143.42.71.79,13,9
143.46.220.91,7,9
143.52.117.2,7,9
143.53.176.104,8,7
143.68.166.244,4,3
143.70.94.136,6,17
143.74.248.158,7,2
143.76.55.120,13,6
143.96.227.138,4,3
143.101.202.143,5,7
143.102.55.158,6,10
143.106.124.54,6,10
143.106.150.139,4,9
143.118.198.185,11,10
143.119.13.212,7,8
143.121.210.124,7,6
143.129.120.71,10,7
143.136.246.162,6,9
143.138.5.214,5,7
143.138.100.213,5,6
143.142.184.142,8,9
143.145.139.27,11,9
143.157.35.157,8,2
143.159.84.50,3,10
143.163.49.125,10,10
143.168.143.122,7,2
143.174.61.127,6,3
143.180.157.231,8,4
143.183.54.125,5,6
143.184.191.144,6,9
143.185.43.189,7,1
143.188.208.149,5,2
143.202.99.71,7,3
143.205.184.16,4,8
143.207.2.124,13,11
143.208.96.11,6,6
143.218.178.93,4,4
143.227.190.224,6,12
143.229.210.31,5,7
143.234.189.36,11,13
143.240.237.246,10,9
144.1.216.13,5,17
144.12.37.100,5,6
144.16.145.48,8,5
144.28.142.65,10,4
144.40.38.181,5,6
144.51.2.85,4,20
144.61.144.172,8,7
144.75.81.174,5,8
144.80.202.64,5,8
144.83.84.245,8,8
144.93.130.238,10,6
144.103.109.96,7,5
144.115.49.11,10,9
144.116.20.106,8,1
144.118.208.198,12,7
144.118.209.10,7,7
144.123.55.27,8,9
144.125.20.88,8,10
144.126.249.187,10,8
144.130.123.120,8,13
144.131.147.126,6,7
144.139.235.194,4,9
144.143.170.8,11,10
144.145.31.71,8,20
144.145.135.28,12,10
144.152.187.147,10,10
144.156.202.167,2,3
144.159.236.98,4,1
144.162.188.10,6,3
144.180.152.44,8,14
144.187.161.113,8,7
144.187.176.182,6,10
144.192.92.6,6,3
144.198.29.54,7,8
144.200.103.185,7,1
144.207.118.154,9,7
144.214.85.66,6,1
144.233.23.226,4,7
144.234.174.92,9,4
144.247.177.199,3,3
144.251.186.169,11,2
145.2.60.144,7,1
145.4.19.104,8,7
145.4.22.162,12,7
145.5.235.190,8,9
145.9.20.215,8,8
145.9.204.198,13,1
145.20.25.3,12,18
145.25.116.219,5,4
145.33.166.119,7,5
145.34.196.94,2,16
145.41.220.72,5,12
145.45.210.41,7,3
145.46.179.41,9,2
145.49.76.152,11,3
145.53.126.52,4,10
145.54.186.141,9,9
145.60.119.124,6,2
145.61.54.152,10,3
145.64.28.228,4,7
145.64.77.83,9,9
145.66.12.33,4,3
145.67.132.40,11,7
145.71.86.254,11,10
145.77.164.123,9,8
145.77.237.160,7,8
145.81.15.218,5,4
145.84.28.85,8,8
145.90.40.181,6,3
145.90.179.17,7,2
145.92.48.17,6,1
145.99.186.83,3,4
145.102.181.233,7,6
145.107.25.117,5,11
145.109.94.39,5,4
145.114.164.2,8,9
145.115.50.111,6,11
145.123.180.22,7,10
145.128.86.234,7,5
145.132.123.140,7,6
145.132.206.5,5,9
145.137.72.199,10,6
145.139.62.30,12,5
145.142.189.233,10,7
145.145.136.251,5,3
145.146.73.170,5,7
145.146.229.65,6,5
145.149.228.121,6,2
145.151.208.146,10,7
145.152.168.206,8,8
145.156.110.152,7,4
145.157.84.253,9,4
145.163.170.89,9,10
145.164.206.97,7,7
145.167.204.230,7,7
145.168.123.214,4,3
145.172.219.58,9,9
145.174.111.174,3,1
145.174.254.22,7,7
145.178.108.150,2,10
145.181.214.55,5,13
145.185.83.186,6,1
145.195.1.82,6,2
145.195.65.85,6,5
145.198.80.189,5,11
145.214.16.227,3,4
145.222.117.93,4,5
145.223.103.211,11,2
145.229.176.236,4,9
145.230.74.163,8,5
145.238.204.125,7,10
145.241.138.104,7,2
146.1.184.72,7,10
146.18.12.194,6,6
146.22.37.239,8,9
146.25.57.76,7,2
146.42.65.77,10,9
146.46.187.150,6,19
146.49.137.86,7,2
146.58.44.93,7,15
146.74.193.47,6,1
146.83.240.111,6,2
146.85.227.244,7,11
146.88.46.211,4,8
146.91.135.154,10,3
146.95.56.201,8,9
146.95.241.195,7,8
146.95.254.230,8,7
146.96.1.2,3,12
146.96.75.224,12,1
146.108.214.179,10,3
146.109.64.126,8,9
146.110.191.232,6,9
146.113.110.95,4,3
146.115.102.16,10,14
146.115.238.155,10,7
146.121.50.168,5,3
146.132.228.10,10,3
146.139.95.183,7,3
146.141.229.156,7,1
146.143.94.231,4,6
146.146.13.49,8,13
146.152.176.116,5,2
146.155.159.55,6,9
146.161.36.181,1,10
146.164.161.135,7,4
146.179.28.249,9,10
146.185.83.187,12,3
146.191.9.39,8,8
146.200.111.41,7,13
146.200.122.199,5,7
146.216.34.64,9,12
146.216.84.232,9,13
146.222.177.224,7,21
146.225.158.145,6,7
146.229.80.47,8,7
146.236.43.167,6,4
146.236.250.180,4,2
146.243.219.102,7,22
146.244.137.48,8,5
146.247.4.155,7,4
146.247.64.251,10,2
146.251.199.206,5,5
147.2.235.215,8,3
147.3.93.104,11,1
147.17.211.211,6,9
147.21.109.234,3,2
147.21.194.47,6,10
147.27.32.147,6,5
147.27.60.46,5,14
147.29.123.77,11,1
147.35.216.103,9,3
147.45.11.93,5,11
147.45.32.69,4,9
147.45.210.95,6,10
147.50.151.64,8,10
147.57.148.191,5,8
147.60.115.206,5,3
147.64.82.222,7,6
147.66.8.244,7,10
147.68.144.59,8,4
147.69.145.51,1,1
147.70.219.167,9,9
147.70.220.97,8,5
147.75.118.40,10,9
147.83.146.128,7,7
147.85.222.119,8,18
147.87.173.108,8,5
147.91.74.252,8,8
147.91.160.7,5,2
147.103.191.76,5,5
147.121.19.41,5,30
147.122.196.153,2,19
147.125.204.8,6,2
147.130.214.21,9,6
147.137.35.160,4,2
147.145.165.163,8,2
147.149.33.93,7,3
147.161.117.46,6,7
147.162.113.220,13,2
147.163.74.109,6,8
147.163.245.118,7,3
147.168.194.67,13,7
147.173.226.45,7,9
147.199.240.32,7,6
147.200.31.207,6,13
147.206.89.28,4,11
147.206.148.192,7,2
147.207.139.213,10,7
147.209.97.83,9,9
147.218.138.252,0,6
147.219.133.89,7,7
147.223.110.143,6,7
147.228.211.65,7,4
147.238.4.24,8,3
147.239.151.26,8,9
147.241.41.102,6,5
148.14.62.137,8,2
148.21.42.116,5,10
148.21.193.10,7,2
148.23.59.32,6,14
148.27.98.194,7,3
148.32.105.98,6,1
148.32.172.96,6,11
148.32.199.112,10,4
148.33.34.146,9,9
148.40.246.131,5,8
148.43.254.61,6,10
148.59.94.27,5,5
148.64.23.95,10,4
148.65.11.9,8,3
148.71.103.238,12,7
148.75.211.65,12,8
148.76.27.139,10,12
148.78.146.32,6,12
148.86.58.37,7,7
148.89.101.132,9,10
148.92.110.229,6,3
148.93.216.235,9,12
148.98.219.145,6,4
148.99.252.142,8,1
148.106.31.235,7,2
148.106.67.126,5,9
148.112.14.195,3,16
148.114.138.93,6,6
148.115.147.78,5,8
148.117.165.23,8,15
148.127.117.120,5,6
148.135.247.244,10,12
148.139.123.25,12,7
148.141.4.129,9,4
148.164.68.86,7,9
148.173.151.73,7,7
148.179.170.92,11,6
148.184.87.45,4,4
148.186.82.219,1,1
148.187.95.179,5,8
148.190.70.150,8,4
148.201.102.228,7,4
148.212.236.8,3,9
148.214.145.187,6,5
148.220.32.8,5,2
148.222.7.77,9,5
148.223.147.181,3,6
148.227.104.227,7,17
148.229.72.71,10,4
148.231.173.109,9,12
148.241.198.130,7,5
148.242.50.129,7,9
148.242.158.173,10,8
148.246.131.54,4,10
148.248.72.68,11,6
148.248.231.227,6,2
149.5.110.166,5,9
149.16.43.118,7,10
149.20.225.9,8,1
149.31.15.37,9,1
149.33.109.46,6,12
149.33.228.88,3,6
149.42.238.94,9,1
149.44.37.220,11,3
149.62.250.142,7,6
149.63.109.124,10,7
149.65.189.54,6,4
149.68.44.165,4,8
149.77.204.98,8,4
149.89.193.77,4,19
149.93.56.126,4,5
149.94.175.197,9,16
149.99.246.21,5,10
149.107.65.216,3,6
149.113.116.77,12,1
149.117.166.20,9,10
149.120.50.15,7,9
149.126.54.214,9,7
149.129.62.52,9,5
149.137.29.212,9,2
149.144.12.38,6,6
149.144.129.12,6,6
149.149.231.45,9,3
149.154.155.51,7,5
149.156.199.104,1,7
149.158.66.253,8,5
149.161.153.236,1,18
149.174.206.92,5,2
149.176.156.130,6,7
149.181.37.188,3,5
149.182.90.161,7,2
149.188.15.189,6,16
149.196.197.224,4,1
149.214.185.60,3,1
149.214.200.54,7,10
149.215.127.198,9,7
149.221.27.206,2,6
149.233.177.224,5,2
149.235.29.89,6,7
149.239.196.224,6,11
149.242.26.196,3,4
149.248.83.242,3,9
150.2.161.176,11,8
150.7.117.242,5,3
150.7.177.56,9,3
150.12.23.69,4,8
150.13.46.192,8,2
150.23.68.248,7,3
150.27.132.74,5,9
150.39.31.101,7,2
150.41.91.138,5,15
150.42.101.136,12,3
150.46.146.213,4,10
150.56.131.126,10,3
150.63.235.83,2,8
150.72.46.27,8,8
150.93.171.208,6,2
150.97.47.24,12,1
150.98.22.3,7,4
150.100.214.83,7,3
150.101.99.231,8,1
150.105.122.159,5,15
150.105.164.245,7,3
150.107.1.231,10,20
150.108.100.133,4,4
150.108.132.129,10,7
150.109.234.34,9,9
150.113.179.61,4,8
150.114.207.188,8,4
150.118.17.188,6,6
150.123.112.105,5,9
150.128.158.43,6,5
150.130.195.167,6,1
150.136.127.16,6,7
150.137.174.100,7,14
150.144.190.94,8,7
150.147.166.213,8,9
150.148.114.67,6,4
150.151.245.253,3,9
150.159.246.239,8,1
150.166.239.23,7,6
150.167.252.127,8,3
150.176.253.135,7,15
150.178.85.181,7,8
150.192.60.21,13,4
150.196.92.131,9,5
150.198.30.112,9,10
150.211.192.99,9,5
150.214.149.67,8,2
150.215.5.86,4,10
150.217.18.185,10,6
150.232.98.137,9,4
150.238.177.52,10,4
150.240.187.230,10,8
151.7.126.213,6,4
151.11.80.67,7,6
151.11.123.122,10,2
151.16.119.232,7,1
151.24.143.171,4,12
151.25.187.246,9,9
151.26.35.23,9,9
151.36.174.122,10,1
151.37.34.245,3,8
151.37.220.39,7,5
151.43.23.235,9,2
151.43.32.204,6,6
151.44.174.140,7,4
151.46.225.118,6,8
151.47.185.187,8,12
151.55.113.165,6,6
151.58.54.189,4,7
151.64.20.234,11,3
151.72.15.246,8,10
151.76.225.148,13,8
151.86.222.57,13,1
151.103.126.117,5,1
151.104.33.95,3,6
151.110.169.131,7,6
151.117.87.20,10,9
151.119.197.221,11,9
151.120.138.43,3,6
151.126.204.205,5,8
151.131.113.205,6,4
151.135.112.125,6,3
151.143.53.74,8,6
151.146.132.5,11,7
151.147.109.75,4,1
151.151.29.62,8,1
151.153.219.120,3,9
151.154.253.90,9,6
151.160.235.238,4,9
151.172.24.207,5,10
151.173.114.219,4,10
151.175.101.187,2,7
151.179.111.218,8,4
151.191.52.200,7,3
151.192.134.24,10,10
151.195.53.183,8,8
151.197.202.241,10,9
151.201.187.135,9,1
151.204.64.11,10,6
151.206.136.131,4,3
151.215.201.244,9,10
151.216.125.86,10,3
151.227.96.48,10,9
151.228.99.101,5,9
151.232.175.227,3,7
151.237.241.119,7,10
151.244.117.148,6,3
152.9.42.194,8,7
152.14.203.102,6,5
152.17.106.196,4,4
152.22.47.42,7,3
152.22.104.253,6,8
152.39.151.103,8,5
152.51.211.57,7,5
152.59.243.192,5,3
152.63.60.236,3,7
152.64.92.93,5,3
152.67.173.185,13,9
152.69.192.93,11,10
152.71.111.245,8,11
152.72.43.215,9,5
152.73.34.240,9,3
152.77.207.19,7,7
152.79.135.38,6,6
152.88.127.104,6,6
152.90.136.211,7,8
152.92.152.209,8,7
152.94.237.150,16,3
152.102.170.124,7,1
152.106.24.225,3,9
152.109.186.177,5,3
152.120.154.249,9,7
152.139.192.210,9,2
152.139.245.215,12,10
152.141.166.158,7,12
152.145.24.11,5,8
152.147.13.224,9,1
152.147.31.239,10,12
152.154.171.193,7,4
152.156.119.225,11,10
152.160.107.161,9,6
152.162.225.66,7,10
152.168.34.158,13,8
152.168.172.138,7,4
152.171.103.32,2,3
152.181.183.14,6,12
152.184.214.220,8,2
152.188.119.209,5,10
152.193.23.164,6,10
152.193.188.71,4,3
152.201.83.95,5,7
152.214.150.63,11,8
152.216.39.179,3,1
152.219.49.4,5,7
152.222.88.101,7,15
152.224.55.217,6,10
152.236.151.84,8,7
152.241.44.224,7,6
152.247.214.4,7,16
152.250.169.206,6,1
152.252.138.79,6,9
153.1.180.149,6,2
153.3.144.128,10,1
153.14.167.228,5,7
153.32.215.248,6,9
153.33.140.43,4,5
153.40.193.253,3,1
153.46.1.110,7,14
153.48.118.155,9,1
153.50.144.46,6,9
153.56.77.50,14,10
153.63.181.102,5,20
153.66.151.168,10,1
153.70.131.124,7,6
153.81.82.1,8,10
153.88.25.172,5,18
153.93.64.98,5,5
153.95.44.166,8,3
153.98.28.96,8,14
153.107.52.9,6,7
153.108.236.57,2,1
153.109.150.108,3,15
153.110.251.73,3,17
153.112.62.208,5,1
153.117.152.73,8,11
153.120.105.41,11,4
153.128.20.199,9,9
153.131.213.174,4,5
153.136.233.22,9,9
153.149.93.247,2,1
153.151.177.24,6,4
153.162.175.128,8,8
153.163.152.147,4,5
153.165.64.145,4,2
153.167.19.253,6,9
153.171.83.239,8,9
153.173.81.107,2,3
153.180.157.43,3,7
153.183.138.187,7,9
153.195.190.79,10,3
153.200.34.75,7,1
153.204.140.67,15,8
153.210.113.245,8,9
153.216.26.218,10,8
153.218.220.233,7,4
153.244.126.45,8,9
153.252.17.65,5,9
154.1.3.239,12,10
154.1.79.55,7,10
154.13.80.191,9,5
154.33.182.111,4,1
154.35.214.79,6,4
154.38.239.6,10,3
154.45.181.165,11,2
154.49.198.114,9,10
154.49.244.149,5,7
154.51.150.243,8,10
154.52.116.169,6,10
154.55.4.15,8,5
154.58.7.197,7,3
154.61.67.54,14,8
154.61.178.242,5,10
154.71.34.196,6,9
154.72.146.238,8,3
154.74.240.105,9,2
154.75.25.247,8,2
154.87.153.247,8,7
154.93.171.179,5,6
154.94.63.232,9,9
154.95.198.210,9,14
154.99.131.111,3,7
154.99.131.198,2,6
154.100.225.120,7,7
154.102.99.225,12,6
154.104.44.200,5,9
154.107.210.7,10,3
154.117.109.175,5,3
154.117.123.132,4,7
154.126.235.203,6,18
154.129.162.208,7,3
154.142.157.139,10,4
154.145.85.39,7,2
154.145.214.82,8,1
154.147.39.27,5,7
154.153.59.39,10,9
154.158.5.157,9,3
154.164.55.27,7,11
154.167.85.163,5,10
154.167.199.251,2,14
154.174.30.94,6,5
154.185.250.85,7,8
154.190.36.211,7,10
154.190.180.117,10,6
154.197.234.60,6,2
154.198.69.17,2,5
154.206.133.234,5,11
154.208.112.246,9,2
154.226.135.181,5,6
154.229.42.118,5,4
154.231.12.99,5,5
154.232.55.99,7,9
154.232.187.69,5,19
154.252.127.162,6,9
155.1.9.55,9,10
155.11.114.29,3,8
155.16.140.124,8,9
155.26.86.254,13,7
155.33.208.154,4,6
155.42.25.6,7,1
155.42.60.252,10,5
155.43.120.52,5,1
155.48.246.147,5,2
155.58.23.108,6,10
155.66.41.127,6,3
155.66.242.110,10,5
155.67.27.181,2,6
155.71.241.22,10,7
155.90.249.159,7,5
155.92.122.138,7,12
155.99.8.223,8,9
155.99.138.243,6,12
155.111.161.246,12,1
155.114.80.61,3,9
155.118.32.143,4,3
155.119.228.21,3,8
155.122.79.61,3,5
155.128.175.133,4,5
155.136.218.19,6,8
155.141.243.193,6,5
155.142.178.104,9,2
155.142.222.66,9,11
155.144.217.239,11,2
155.153.59.77,5,3
155.169.92.210,6,6
155.169.244.43,7,6
155.173.187.226,8,10
155.175.93.22,5,3
155.188.172.221,9,4
155.202.66.39,10,10
155.206.55.99,4,5
155.207.81.174,5,1
155.218.197.189,5,9
155.219.18.58,5,10
155.230.121.79,7,1
155.230.132.194,7,1
155.231.4.81,5,9
155.231.86.231,13,1
155.233.53.183,9,13
155.237.73.69,7,1
155.239.73.20,7,9
156.1.51.233,7,10
156.2.227.165,7,7
156.11.87.178,10,4
156.15.79.240,3,1
156.20.92.16,9,9
156.26.76.98,10,4
156.31.32.247,4,6
156.34.158.154,8,4
156.38.227.3,1,8
156.39.209.133,8,26
156.40.51.223,7,11
156.41.180.107,4,4
156.51.232.66,10,2
156.58.120.221,7,9
156.62.126.53,5,9
156.74.87.25,7,3
156.80.122.31,10,9
156.85.87.204,5,9
156.87.166.157,8,7
156.89.236.53,8,4
156.97.187.35,3,5
156.101.52.77,8,5
156.105.123.32,5,6
156.107.148.126,6,8
156.110.53.207,11,3
156.110.192.113,10,4
156.111.235.42,8,2
156.120.96.103,4,2
156.127.119.166,9,9
156.128.30.243,7,2
156.128.95.132,9,2
156.130.193.40,7,7
156.151.104.101,5,1
156.153.67.231,12,1
156.156.72.76,10,2
156.160.90.109,5,10
156.169.34.118,4,17
156.171.39.147,8,8
156.171.82.240,6,6
156.175.14.180,6,17
156.186.248.10,4,6
156.189.131.84,4,2
156.190.208.234,8,5
156.191.83.40,9,1
156.196.13.235,6,9
156.206.152.11,3,5
156.207.130.13,6,7
156.207.230.79,4,2
156.210.60.109,8,8
156.211.11.70,5,10
156.219.213.125,6,10
156.220.47.83,3,3
156.222.169.91,15,9
156.222.227.2,3,6
156.225.213.142,8,3
156.228.42.136,5,7
156.229.169.131,7,3
156.232.240.52,6,10
156.238.177.99,3,8
156.245.176.202,6,2
157.14.120.249,3,1
157.15.21.190,6,7
157.16.244.170,7,9
157.17.88.94,7,18
157.21.195.120,8,13
157.22.244.186,5,2
157.32.48.177,6,4
157.42.195.134,5,3
157.44.129.57,4,3
157.45.141.31,9,3
157.48.90.30,11,6
157.50.174.250,9,6
157.52.17.109,8,5
157.55.75.37,8,7
157.56.68.19,8,9
157.57.140.203,7,1
157.69.20.161,10,7
157.82.234.61,11,3
157.84.168.156,8,9
157.101.19.220,4,4
157.102.83.25,6,8
157.104.115.216,6,5
157.104.217.153,3,3
157.109.209.49,10,5
157.116.204.253,9,7
157.119.173.92,7,9
157.121.103.164,5,13
157.121.244.212,11,9
157.124.202.59,5,5
157.127.23.247,4,4
157.128.58.218,4,19
157.134.2.95,3,3
157.134.165.149,5,1
157.135.42.57,6,1
157.138.138.98,4,5
157.140.79.129,5,6
157.166.21.71,7,3
157.168.249.104,1,4
157.171.80.52,9,8
157.171.186.28,9,10
157.175.107.37,9,12
157.176.75.29,9,14
157.179.117.173,8,12
157.181.73.237,6,9
157.184.164.93,5,8
157.189.118.246,4,7
157.193.127.175,8,9
157.198.160.241,8,12
157.202.144.248,4,18
157.202.159.94,11,10
157.209.140.6,12,2
157.213.206.107,11,9
157.217.180.90,9,10
157.217.214.227,6,8
157.220.178.92,3,13
157.221.114.235,7,14
157.237.171.58,8,4
157.242.156.79,4,2
157.248.26.49,8,1
158.11.8.111,4,13
158.13.72.135,7,2
158.15.179.240,7,9
158.17.77.55,5,2
158.31.198.125,11,9
158.53.101.119,9,7
158.55.123.15,3,2
158.58.82.54,4,3
158.59.88.2,7,16
158.70.24.233,5,6
158.82.21.70,3,4
158.92.235.237,4,3
158.99.146.127,8,3
158.101.88.254,6,8
158.104.141.15,11,1
158.113.183.35,7,6
158.121.132.23,5,2
158.123.93.237,11,5
158.124.68.83,9,3
158.127.90.189,5,3
158.133.155.51,7,9
158.134.28.131,6,6
158.135.183.51,4,14
158.138.94.217,7,2
158.138.182.76,8,6
158.140.251.18,5,14
158.141.82.149,4,9
158.144.36.108,7,5
158.144.200.30,8,6
158.145.250.125,12,18
158.156.99.21,11,3
158.157.114.243,9,10
158.165.55.245,9,4
158.165.57.46,5,5
158.173.13.32,1,12
158.176.161.84,10,10
158.177.58.10,9,3
158.178.71.98,4,13
158.181.203.87,10,3
158.190.217.97,6,3
158.191.84.107,6,10
158.192.77.248,6,8
158.193.27.203,3,8
158.202.22.188,7,7
158.207.92.103,3,8
158.210.83.217,4,20
158.210.164.37,5,4
158.211.159.170,6,9
158.219.254.44,11,2
158.228.108.191,5,8
158.233.139.51,14,6
158.241.30.213,4,1
158.241.244.121,5,17
158.247.102.235,9,1
158.251.13.97,7,1
158.252.81.170,10,2
159.4.158.243,10,10
159.10.100.236,7,6
159.24.47.246,5,3
159.44.191.78,8,4
159.49.236.14,14,3
159.64.50.192,10,3
159.65.58.11,4,13
159.66.179.242,10,2
159.69.17.21,6,8
159.72.70.232,6,8
159.82.51.99,6,15
159.84.100.22,14,16
159.86.44.192,7,10
159.87.220.253,4,6
159.95.233.207,3,7
159.112.52.42,5,9
159.115.110.242,3,4
159.117.204.155,7,7
159.118.79.141,7,5
159.122.52.61,8,4
159.124.48.102,4,7
159.124.129.183,5,4
159.127.38.56,3,1
159.133.252.247,3,22
159.141.44.232,8,13
159.148.228.27,6,5
159.153.162.94,5,3
159.162.221.130,8,3
159.163.140.230,11,7
159.165.186.168,7,8
159.168.180.162,12,16
159.186.90.163,6,10
159.186.176.36,4,2
159.186.214.17,7,5
159.188.242.87,4,4
159.196.250.233,3,13
159.202.235.67,8,9
159.206.46.88,8,9
159.209.239.127,10,16
159.210.6.49,7,9
159.230.32.183,13,10
159.244.37.119,6,10
160.2.204.66,4,1
160.8.32.41,6,4
160.9.221.53,2,8
160.12.143.211,12,6
160.12.144.177,5,25
160.13.231.69,7,8
160.17.109.95,9,10
160.27.133.226,6,9
160.33.105.198,10,4
160.34.115.110,3,2
160.37.161.62,6,7
160.45.185.230,9,6
160.46.69.62,6,19
160.47.218.46,15,5
160.48.150.12,9,6
160.53.182.173,5,1
160.61.24.236,6,1
160.62.226.173,8,8
160.63.24.253,9,10
160.66.35.93,5,24
160.71.77.126,8,3
160.72.92.163,4,3
160.73.157.41,9,5
160.74.206.19,8,8
160.76.253.153,12,9
160.81.136.239,4,4
160.88.130.164,9,10
160.89.215.250,6,6
160.89.220.39,10,6
160.90.27.248,7,5
160.91.171.154,11,2
160.107.142.213,8,1
160.118.68.4,8,5
160.125.15.148,11,1
160.126.104.177,8,2
160.137.21.73,13,8
160.148.188.213,5,8
160.155.240.162,6,6
160.156.92.221,5,7
160.158.66.157,3,3
160.159.106.29,7,1
160.162.225.229,9,8
160.165.26.75,5,8
160.168.151.4,6,7
160.174.102.132,3,10
160.180.6.62,7,1
160.190.109.99,10,11
160.193.70.202,8,10
160.193.193.58,4,8
160.209.226.139,10,1
160.212.88.90,7,9
160.218.64.51,10,7
160.218.200.113,6,10
160.219.229.199,5,3
160.225.239.197,4,2
160.230.168.216,5,1
160.238.5.147,4,7
160.238.50.212,3,4
160.251.252.79,6,4
160.252.217.241,2,10
160.254.237.76,6,2
161.3.180.98,4,5
161.14.38.27,6,4
161.19.68.236,5,4
161.23.164.191,7,7
161.31.117.123,9,9
161.34.248.56,8,8
161.36.67.204,8,8
161.36.148.94,6,1
161.36.185.211,4,7
161.44.53.218,9,2
161.44.142.127,7,4
161.49.20.77,10,10
161.53.30.34,4,10
161.53.121.157,9,10
161.59.182.82,3,7
161.62.162.127,7,3
161.72.122.105,7,10
161.76.24.138,7,13
161.76.229.215,6,1
161.77.74.11,6,5
161.82.210.15,7,15
161.83.159.220,7,5
161.94.52.20,7,3
161.105.206.143,7,10
161.115.139.229,6,2
161.123.162.218,7,3
161.129.167.85,9,7
161.131.87.26,5,8
161.132.2.18,13,4
161.132.95.15,12,7
161.135.78.3,6,14
161.136.22.242,4,2
161.140.17.11,7,6
161.154.128.201,8,7
161.177.135.177,9,9
161.179.165.114,7,6
161.180.31.188,7,3
161.193.51.48,8,10
161.193.192.179,4,5
161.196.200.3,9,1
161.199.61.161,8,8
161.215.1.186,7,5
161.222.156.68,9,3
161.225.5.120,8,9
161.226.36.147,3,5
161.234.136.91,4,10
161.236.225.106,6,9
161.236.253.134,4,3
161.237.237.14,5,15
161.241.90.23,10,9
161.247.194.101,5,8
161.247.240.13,9,1
161.248.224.178,5,22
161.249.145.254,5,11
162.3.64.50,7,6
162.15.75.122,10,6
162.16.48.149,8,4
162.25.5.46,5,8
162.28.9.253,12,4
162.33.10.206,7,8
162.41.104.113,6,6
162.48.148.62,8,1
162.51.1.204,6,9
162.60.247.137,6,10
162.61.217.92,5,2
162.63.228.242,15,2
162.79.43.9,5,14
162.79.203.121,8,12
162.80.16.248,5,6
162.81.79.112,8,7
162.82.146.148,6,9
162.85.245.82,6,1
162.86.83.179,6,6
162.97.215.105,6,13
162.102.234.253,4,19
162.113.232.125,8,10
162.115.151.55,9,3
162.116.99.179,10,6
162.116.172.38,7,7
162.125.169.152,6,18
162.132.87.113,11,18
162.136.19.41,6,2
162.143.173.91,10,6
162.146.149.153,7,3
162.152.206.159,2,2
162.153.139.215,4,4
162.160.1.60,6,3
162.162.143.137,6,19
162.163.155.209,6,4
162.169.196.64,7,9
162.170.87.179,2,16
162.173.185.52,6,8
162.174.107.210,6,8
162.177.128.41,6,9
162.179.4.193,7,10
162.181.203.48,8,4
162.191.99.154,5,4
162.205.227.184,8,1
162.209.48.133,10,3
162.214.127.206,9,7
162.232.236.46,2,4
162.238.86.195,5,6
162.243.39.136,9,4
162.250.150.78,4,3
162.251.106.20,8,8
163.9.209.60,8,5
